"subjects" "activity" "variable" "mean"
"4458" 23 "LAYING" "fBodyGyro_std()_Y" -0.954997309583333
"4459" 24 "WALKING" "fBodyGyro_std()_Y" -0.495896271896552
"4460" 24 "WALKING_UPSTAIRS" "fBodyGyro_std()_Y" -0.586177824237288
"4461" 24 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Y" -0.523412701636364
"4462" 24 "SITTING" "fBodyGyro_std()_Y" -0.976252427794118
"4463" 24 "STANDING" "fBodyGyro_std()_Y" -0.965798055507246
"4464" 24 "LAYING" "fBodyGyro_std()_Y" -0.95779294875
"4465" 25 "WALKING" "fBodyGyro_std()_Y" -0.567201282027027
"4466" 25 "WALKING_UPSTAIRS" "fBodyGyro_std()_Y" -0.349362687538462
"4467" 25 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Y" -0.470641125
"4468" 25 "SITTING" "fBodyGyro_std()_Y" -0.979828883230769
"4469" 25 "STANDING" "fBodyGyro_std()_Y" -0.975960666081081
"4470" 25 "LAYING" "fBodyGyro_std()_Y" -0.932293334794521
"4471" 26 "WALKING" "fBodyGyro_std()_Y" -0.587939604576271
"4472" 26 "WALKING_UPSTAIRS" "fBodyGyro_std()_Y" -0.598236639818182
"4473" 26 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Y" -0.4975063388
"4474" 26 "SITTING" "fBodyGyro_std()_Y" -0.969488188974359
"4475" 26 "STANDING" "fBodyGyro_std()_Y" -0.981740873108108
"4476" 26 "LAYING" "fBodyGyro_std()_Y" -0.977491843421053
"4477" 27 "WALKING" "fBodyGyro_std()_Y" -0.530943838421053
"4478" 27 "WALKING_UPSTAIRS" "fBodyGyro_std()_Y" -0.587869474313725
"4479" 27 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Y" -0.543033246590909
"4480" 27 "SITTING" "fBodyGyro_std()_Y" -0.981037690285714
"4481" 27 "STANDING" "fBodyGyro_std()_Y" -0.98185775725
"4482" 27 "LAYING" "fBodyGyro_std()_Y" -0.983052318513513
"4483" 28 "WALKING" "fBodyGyro_std()_Y" -0.497470739444444
"4484" 28 "WALKING_UPSTAIRS" "fBodyGyro_std()_Y" -0.459989315686274
"4485" 28 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Y" -0.293108364565217
"4486" 28 "SITTING" "fBodyGyro_std()_Y" -0.953207017222222
"4487" 28 "STANDING" "fBodyGyro_std()_Y" -0.936101609113924
"4488" 28 "LAYING" "fBodyGyro_std()_Y" -0.957552988125
"4489" 29 "WALKING" "fBodyGyro_std()_Y" -0.0941359695075472
"4490" 29 "WALKING_UPSTAIRS" "fBodyGyro_std()_Y" 0.234346783653061
"4491" 29 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Y" -0.354872689583333
"4492" 29 "SITTING" "fBodyGyro_std()_Y" -0.987259808666667
"4493" 29 "STANDING" "fBodyGyro_std()_Y" -0.989643721230769
"4494" 29 "LAYING" "fBodyGyro_std()_Y" -0.992240785652174
"4495" 30 "WALKING" "fBodyGyro_std()_Y" 0.0955456046230769
"4496" 30 "WALKING_UPSTAIRS" "fBodyGyro_std()_Y" 0.0449545535584615
"4497" 30 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Y" -0.255732054951613
"4498" 30 "SITTING" "fBodyGyro_std()_Y" -0.973804950806452
"4499" 30 "STANDING" "fBodyGyro_std()_Y" -0.939469774067797
"4500" 30 "LAYING" "fBodyGyro_std()_Y" -0.965134152428571
"4501" 1 "WALKING" "fBodyGyro_std()_Z" -0.436562227473684
"4502" 1 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.57170784
"4503" 1 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.238443565306122
"4504" 1 "SITTING" "fBodyGyro_std()_Z" -0.94391784106383
"4505" 1 "STANDING" "fBodyGyro_std()_Z" -0.98234533
"4506" 1 "LAYING" "fBodyGyro_std()_Z" -0.9165825082
"4507" 2 "WALKING" "fBodyGyro_std()_Z" -0.559856635084746
"4508" 2 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.218072471479167
"4509" 2 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.422987665106383
"4510" 2 "SITTING" "fBodyGyro_std()_Z" -0.963522659782609
"4511" 2 "STANDING" "fBodyGyro_std()_Z" -0.969754295740741
"4512" 2 "LAYING" "fBodyGyro_std()_Z" -0.963174222291667
"4513" 3 "WALKING" "fBodyGyro_std()_Z" -0.545896388103448
"4514" 3 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.561097649661017
"4515" 3 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.548164313265306
"4516" 3 "SITTING" "fBodyGyro_std()_Z" -0.930633150769231
"4517" 3 "STANDING" "fBodyGyro_std()_Z" -0.919743846065574
"4518" 3 "LAYING" "fBodyGyro_std()_Z" -0.967256854193548
"4519" 4 "WALKING" "fBodyGyro_std()_Z" -0.716458475166667
"4520" 4 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.424533512307692
"4521" 4 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.621658471333333
"4522" 4 "SITTING" "fBodyGyro_std()_Z" -0.9328683544
"4523" 4 "STANDING" "fBodyGyro_std()_Z" -0.91665163125
"4524" 4 "LAYING" "fBodyGyro_std()_Z" -0.965807466666667
"4525" 5 "WALKING" "fBodyGyro_std()_Z" -0.420367075178571
"4526" 5 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.380378006808511
"4527" 5 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.374705187021277
"4528" 5 "SITTING" "fBodyGyro_std()_Z" -0.947346476590909
"4529" 5 "STANDING" "fBodyGyro_std()_Z" -0.91678935625
"4530" 5 "LAYING" "fBodyGyro_std()_Z" -0.963305738076923
"4531" 6 "WALKING" "fBodyGyro_std()_Z" -0.512209233508772
"4532" 6 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.309998085098039
"4533" 6 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.275667262770833
"4534" 6 "SITTING" "fBodyGyro_std()_Z" -0.947326797818182
"4535" 6 "STANDING" "fBodyGyro_std()_Z" -0.95445570245614
"4536" 6 "LAYING" "fBodyGyro_std()_Z" -0.947136774385965
"4537" 7 "WALKING" "fBodyGyro_std()_Z" -0.463270018245614
"4538" 7 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.393062890647059
"4539" 7 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.495120053191489
"4540" 7 "SITTING" "fBodyGyro_std()_Z" -0.939826018125
"4541" 7 "STANDING" "fBodyGyro_std()_Z" -0.954339406415094
"4542" 7 "LAYING" "fBodyGyro_std()_Z" -0.9588764125
"4543" 8 "WALKING" "fBodyGyro_std()_Z" -0.1429742348125
"4544" 8 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" 0.263202878429268
"4545" 8 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.268253406210526
"4546" 8 "SITTING" "fBodyGyro_std()_Z" -0.962632253913044
"4547" 8 "STANDING" "fBodyGyro_std()_Z" -0.975976456111111
"4548" 8 "LAYING" "fBodyGyro_std()_Z" -0.970671966481481
"4549" 9 "WALKING" "fBodyGyro_std()_Z" -0.342367223269231
"4550" 9 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.165554554220408
"4551" 9 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.356561471714286
"4552" 9 "SITTING" "fBodyGyro_std()_Z" -0.9341874784
"4553" 9 "STANDING" "fBodyGyro_std()_Z" -0.944942811777778
"4554" 9 "LAYING" "fBodyGyro_std()_Z" -0.965686312
"4555" 10 "WALKING" "fBodyGyro_std()_Z" -0.273292866226415
"4556" 10 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.403822082765957
"4557" 10 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.1503916379
"4558" 10 "SITTING" "fBodyGyro_std()_Z" -0.962418559814815
"4559" 10 "STANDING" "fBodyGyro_std()_Z" -0.958901257272727
"4560" 10 "LAYING" "fBodyGyro_std()_Z" -0.975298797068965
"4561" 11 "WALKING" "fBodyGyro_std()_Z" -0.498554639491525
"4562" 11 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.729928728518519
"4563" 11 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.397220471086957
"4564" 11 "SITTING" "fBodyGyro_std()_Z" -0.956802766792453
"4565" 11 "STANDING" "fBodyGyro_std()_Z" -0.98230878106383
"4566" 11 "LAYING" "fBodyGyro_std()_Z" -0.963183902982456
"4567" 12 "WALKING" "fBodyGyro_std()_Z" -0.4222565212
"4568" 12 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.396095719423077
"4569" 12 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.448512990434783
"4570" 12 "SITTING" "fBodyGyro_std()_Z" -0.954769877647059
"4571" 12 "STANDING" "fBodyGyro_std()_Z" -0.954335764426229
"4572" 12 "LAYING" "fBodyGyro_std()_Z" -0.956424382333333
"4573" 13 "WALKING" "fBodyGyro_std()_Z" -0.455333900526316
"4574" 13 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.272525011818182
"4575" 13 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.427008254255319
"4576" 13 "SITTING" "fBodyGyro_std()_Z" -0.969451754693878
"4577" 13 "STANDING" "fBodyGyro_std()_Z" -0.97553326754386
"4578" 13 "LAYING" "fBodyGyro_std()_Z" -0.969797214516129
"4579" 14 "WALKING" "fBodyGyro_std()_Z" -0.180232949016949
"4580" 14 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" 0.522454216314815
"4581" 14 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" 0.182794696328889
"4582" 14 "SITTING" "fBodyGyro_std()_Z" -0.956028807962963
"4583" 14 "STANDING" "fBodyGyro_std()_Z" -0.950162705166667
"4584" 14 "LAYING" "fBodyGyro_std()_Z" -0.957790479803922
"4585" 15 "WALKING" "fBodyGyro_std()_Z" -0.543997593703704
"4586" 15 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.523744300833333
"4587" 15 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.3436733
"4588" 15 "SITTING" "fBodyGyro_std()_Z" -0.966228648305085
"4589" 15 "STANDING" "fBodyGyro_std()_Z" -0.971282183584906
"4590" 15 "LAYING" "fBodyGyro_std()_Z" -0.960015831111111
"4591" 16 "WALKING" "fBodyGyro_std()_Z" -0.403219791372549
"4592" 16 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.387309489901961
"4593" 16 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.521100818723404
"4594" 16 "SITTING" "fBodyGyro_std()_Z" -0.964270052318841
"4595" 16 "STANDING" "fBodyGyro_std()_Z" -0.983527402051282
"4596" 16 "LAYING" "fBodyGyro_std()_Z" -0.985730995857143
"4597" 17 "WALKING" "fBodyGyro_std()_Z" -0.438768699508197
"4598" 17 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.2778914704375
"4599" 17 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.540949520217391
"4600" 17 "SITTING" "fBodyGyro_std()_Z" -0.9809696453125
"4601" 17 "STANDING" "fBodyGyro_std()_Z" -0.986725274871795
"4602" 17 "LAYING" "fBodyGyro_std()_Z" -0.978357126056338
"4603" 18 "WALKING" "fBodyGyro_std()_Z" -0.54840977125
"4604" 18 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.466022431206897
"4605" 18 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.543996110545454
"4606" 18 "SITTING" "fBodyGyro_std()_Z" -0.98279727631579
"4607" 18 "STANDING" "fBodyGyro_std()_Z" -0.974822589589041
"4608" 18 "LAYING" "fBodyGyro_std()_Z" -0.986483048153846
"4609" 19 "WALKING" "fBodyGyro_std()_Z" -0.220271190807692
"4610" 19 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.207498123525
"4611" 19 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.215892226769231
"4612" 19 "SITTING" "fBodyGyro_std()_Z" -0.967869249178082
"4613" 19 "STANDING" "fBodyGyro_std()_Z" -0.963212791780822
"4614" 19 "LAYING" "fBodyGyro_std()_Z" -0.975417523855422
"4615" 20 "WALKING" "fBodyGyro_std()_Z" -0.264957205764706
"4616" 20 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" 0.095476833245098
"4617" 20 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" 0.0183050845333333
"4618" 20 "SITTING" "fBodyGyro_std()_Z" -0.949176822121212
"4619" 20 "STANDING" "fBodyGyro_std()_Z" -0.914872014383562
"4620" 20 "LAYING" "fBodyGyro_std()_Z" -0.974995267058824
"4621" 21 "WALKING" "fBodyGyro_std()_Z" -0.385505359038462
"4622" 21 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" 0.0130916351042553
"4623" 21 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.450772139111111
"4624" 21 "SITTING" "fBodyGyro_std()_Z" -0.979130678470588
"4625" 21 "STANDING" "fBodyGyro_std()_Z" -0.963124572134831
"4626" 21 "LAYING" "fBodyGyro_std()_Z" -0.983270707333333
"4627" 22 "WALKING" "fBodyGyro_std()_Z" -0.253173876956522
"4628" 22 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.222431794690476
"4629" 22 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.377319033611111
"4630" 22 "SITTING" "fBodyGyro_std()_Z" -0.951045695483871
"4631" 22 "STANDING" "fBodyGyro_std()_Z" -0.963652778888889
"4632" 22 "LAYING" "fBodyGyro_std()_Z" -0.936965638611111
"4633" 23 "WALKING" "fBodyGyro_std()_Z" -0.287820868152542
"4634" 23 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.0822521122215686
"4635" 23 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.305896699222222
"4636" 23 "SITTING" "fBodyGyro_std()_Z" -0.961914054264706
"4637" 23 "STANDING" "fBodyGyro_std()_Z" -0.9642499225
"4638" 23 "LAYING" "fBodyGyro_std()_Z" -0.98531784125
"4639" 24 "WALKING" "fBodyGyro_std()_Z" -0.453337858448276
"4640" 24 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.311996408983051
"4641" 24 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.573281905454545
"4642" 24 "SITTING" "fBodyGyro_std()_Z" -0.972851787647059
"4643" 24 "STANDING" "fBodyGyro_std()_Z" -0.972688652173913
"4644" 24 "LAYING" "fBodyGyro_std()_Z" -0.983602745694445
"4645" 25 "WALKING" "fBodyGyro_std()_Z" -0.603544209459459
"4646" 25 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.601112612153846
"4647" 25 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.506738306724138
"4648" 25 "SITTING" "fBodyGyro_std()_Z" -0.974172870615385
"4649" 25 "STANDING" "fBodyGyro_std()_Z" -0.974982088108108
"4650" 25 "LAYING" "fBodyGyro_std()_Z" -0.915467504246575
"4651" 26 "WALKING" "fBodyGyro_std()_Z" -0.426232090508475
"4652" 26 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.362052183090909
"4653" 26 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.434482187
"4654" 26 "SITTING" "fBodyGyro_std()_Z" -0.968266666923077
"4655" 26 "STANDING" "fBodyGyro_std()_Z" -0.977351005
"4656" 26 "LAYING" "fBodyGyro_std()_Z" -0.971789046710526
"4657" 27 "WALKING" "fBodyGyro_std()_Z" -0.297847512280702
"4658" 27 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.183508696647059
"4659" 27 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.367816046590909
"4660" 27 "SITTING" "fBodyGyro_std()_Z" -0.977595519142857
"4661" 27 "STANDING" "fBodyGyro_std()_Z" -0.983105048875
"4662" 27 "LAYING" "fBodyGyro_std()_Z" -0.980096438108108
"4663" 28 "WALKING" "fBodyGyro_std()_Z" -0.308243390425926
"4664" 28 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.22624337505098
"4665" 28 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.416505886304348
"4666" 28 "SITTING" "fBodyGyro_std()_Z" -0.961561036111111
"4667" 28 "STANDING" "fBodyGyro_std()_Z" -0.932039083037975
"4668" 28 "LAYING" "fBodyGyro_std()_Z" -0.966312024
"4669" 29 "WALKING" "fBodyGyro_std()_Z" -0.494117483018868
"4670" 29 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.444153056530612
"4671" 29 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.416165845833333
"4672" 29 "SITTING" "fBodyGyro_std()_Z" -0.972912517166667
"4673" 29 "STANDING" "fBodyGyro_std()_Z" -0.984714226461538
"4674" 29 "LAYING" "fBodyGyro_std()_Z" -0.976858964492754
"4675" 30 "WALKING" "fBodyGyro_std()_Z" -0.237941473615385
"4676" 30 "WALKING_UPSTAIRS" "fBodyGyro_std()_Z" -0.253427074984615
"4677" 30 "WALKING_DOWNSTAIRS" "fBodyGyro_std()_Z" -0.371541476129032
"4678" 30 "SITTING" "fBodyGyro_std()_Z" -0.95730868516129
"4679" 30 "STANDING" "fBodyGyro_std()_Z" -0.935176884915254
"4680" 30 "LAYING" "fBodyGyro_std()_Z" -0.972199238
"4681" 1 "WALKING" "tBodyAcc_mean()_X" 0.277330758736842
"4682" 1 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.255461689622641
"4683" 1 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.289188320408163
"4684" 1 "SITTING" "tBodyAcc_mean()_X" 0.261237565425532
"4685" 1 "STANDING" "tBodyAcc_mean()_X" 0.278917629056604
"4686" 1 "LAYING" "tBodyAcc_mean()_X" 0.22159824394
"4687" 2 "WALKING" "tBodyAcc_mean()_X" 0.276426586440678
"4688" 2 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.247164790395833
"4689" 2 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.27761534806383
"4690" 2 "SITTING" "tBodyAcc_mean()_X" 0.27708735173913
"4691" 2 "STANDING" "tBodyAcc_mean()_X" 0.277911472222222
"4692" 2 "LAYING" "tBodyAcc_mean()_X" 0.281373403958333
"4693" 3 "WALKING" "tBodyAcc_mean()_X" 0.275567462068966
"4694" 3 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.260819873067797
"4695" 3 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.292423484693878
"4696" 3 "SITTING" "tBodyAcc_mean()_X" 0.257197599134615
"4697" 3 "STANDING" "tBodyAcc_mean()_X" 0.280046513278689
"4698" 3 "LAYING" "tBodyAcc_mean()_X" 0.275516852741935
"4699" 4 "WALKING" "tBodyAcc_mean()_X" 0.278582015166667
"4700" 4 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.270876696730769
"4701" 4 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.279965329555556
"4702" 4 "SITTING" "tBodyAcc_mean()_X" 0.27153827992
"4703" 4 "STANDING" "tBodyAcc_mean()_X" 0.280499745892857
"4704" 4 "LAYING" "tBodyAcc_mean()_X" 0.263559214981481
"4705" 5 "WALKING" "tBodyAcc_mean()_X" 0.27784234625
"4706" 5 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.268459469914894
"4707" 5 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.29354392712766
"4708" 5 "SITTING" "tBodyAcc_mean()_X" 0.273694139545455
"4709" 5 "STANDING" "tBodyAcc_mean()_X" 0.282544390892857
"4710" 5 "LAYING" "tBodyAcc_mean()_X" 0.278334325576923
"4711" 6 "WALKING" "tBodyAcc_mean()_X" 0.283658868070175
"4712" 6 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.268229355098039
"4713" 6 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.277045258145833
"4714" 6 "SITTING" "tBodyAcc_mean()_X" 0.276778487454545
"4715" 6 "STANDING" "tBodyAcc_mean()_X" 0.280346248596491
"4716" 6 "LAYING" "tBodyAcc_mean()_X" 0.248656520140351
"4717" 7 "WALKING" "tBodyAcc_mean()_X" 0.275592961754386
"4718" 7 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.248706923078431
"4719" 7 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.28030708
"4720" 7 "SITTING" "tBodyAcc_mean()_X" 0.284674637291667
"4721" 7 "STANDING" "tBodyAcc_mean()_X" 0.282723539433962
"4722" 7 "LAYING" "tBodyAcc_mean()_X" 0.250176694038462
"4723" 8 "WALKING" "tBodyAcc_mean()_X" 0.27468631
"4724" 8 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.258880152048781
"4725" 8 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.283484089210526
"4726" 8 "SITTING" "tBodyAcc_mean()_X" 0.267491472934783
"4727" 8 "STANDING" "tBodyAcc_mean()_X" 0.279620986111111
"4728" 8 "LAYING" "tBodyAcc_mean()_X" 0.261254282907407
"4729" 9 "WALKING" "tBodyAcc_mean()_X" 0.278502842115385
"4730" 9 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.262436475714286
"4731" 9 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.295923445
"4732" 9 "SITTING" "tBodyAcc_mean()_X" 0.24832674354
"4733" 9 "STANDING" "tBodyAcc_mean()_X" 0.282310057333333
"4734" 9 "LAYING" "tBodyAcc_mean()_X" 0.2591955368
"4735" 10 "WALKING" "tBodyAcc_mean()_X" 0.278574076603774
"4736" 10 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.267121853404255
"4737" 10 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.290401594315789
"4738" 10 "SITTING" "tBodyAcc_mean()_X" 0.270612056481481
"4739" 10 "STANDING" "tBodyAcc_mean()_X" 0.276650300681818
"4740" 10 "LAYING" "tBodyAcc_mean()_X" 0.280230574137931
"4741" 11 "WALKING" "tBodyAcc_mean()_X" 0.271821892881356
"4742" 11 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.263775859277778
"4743" 11 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.291605631956522
"4744" 11 "SITTING" "tBodyAcc_mean()_X" 0.276590197358491
"4745" 11 "STANDING" "tBodyAcc_mean()_X" 0.277715562765957
"4746" 11 "LAYING" "tBodyAcc_mean()_X" 0.280592970877193
"4747" 12 "WALKING" "tBodyAcc_mean()_X" 0.2771286656
"4748" 12 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.272970338653846
"4749" 12 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.281521097391304
"4750" 12 "SITTING" "tBodyAcc_mean()_X" 0.275007224901961
"4751" 12 "STANDING" "tBodyAcc_mean()_X" 0.277405834918033
"4752" 12 "LAYING" "tBodyAcc_mean()_X" 0.260113433
"4753" 13 "WALKING" "tBodyAcc_mean()_X" 0.275883130350877
"4754" 13 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.258203939581818
"4755" 13 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.294907553404255
"4756" 13 "SITTING" "tBodyAcc_mean()_X" 0.274328499591837
"4757" 13 "STANDING" "tBodyAcc_mean()_X" 0.277758431052632
"4758" 13 "LAYING" "tBodyAcc_mean()_X" 0.276716360483871
"4759" 14 "WALKING" "tBodyAcc_mean()_X" 0.271959598644068
"4760" 14 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.26242106612963
"4761" 14 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.293422115555556
"4762" 14 "SITTING" "tBodyAcc_mean()_X" 0.279990577037037
"4763" 14 "STANDING" "tBodyAcc_mean()_X" 0.280545613833333
"4764" 14 "LAYING" "tBodyAcc_mean()_X" 0.233275439803922
"4765" 15 "WALKING" "tBodyAcc_mean()_X" 0.273899207962963
"4766" 15 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.270187595833333
"4767" 15 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.280198851190476
"4768" 15 "SITTING" "tBodyAcc_mean()_X" 0.27290337979661
"4769" 15 "STANDING" "tBodyAcc_mean()_X" 0.278915803962264
"4770" 15 "LAYING" "tBodyAcc_mean()_X" 0.2894756525
"4771" 16 "WALKING" "tBodyAcc_mean()_X" 0.276023564509804
"4772" 16 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.255986102627451
"4773" 16 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.295586802191489
"4774" 16 "SITTING" "tBodyAcc_mean()_X" 0.280768574492754
"4775" 16 "STANDING" "tBodyAcc_mean()_X" 0.283497402948718
"4776" 16 "LAYING" "tBodyAcc_mean()_X" 0.274227162571429
"4777" 17 "WALKING" "tBodyAcc_mean()_X" 0.272341855245902
"4778" 17 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.252604768583333
"4779" 17 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.29391828326087
"4780" 17 "SITTING" "tBodyAcc_mean()_X" 0.2773570196875
"4781" 17 "STANDING" "tBodyAcc_mean()_X" 0.277942503333333
"4782" 17 "LAYING" "tBodyAcc_mean()_X" 0.269780085577465
"4783" 18 "WALKING" "tBodyAcc_mean()_X" 0.273887758571429
"4784" 18 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.265401201896552
"4785" 18 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.288439468909091
"4786" 18 "SITTING" "tBodyAcc_mean()_X" 0.27727001877193
"4787" 18 "STANDING" "tBodyAcc_mean()_X" 0.278458805890411
"4788" 18 "LAYING" "tBodyAcc_mean()_X" 0.274691576923077
"4789" 19 "WALKING" "tBodyAcc_mean()_X" 0.273931172307692
"4790" 19 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.242118808925
"4791" 19 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.262688053871795
"4792" 19 "SITTING" "tBodyAcc_mean()_X" 0.273830316164384
"4793" 19 "STANDING" "tBodyAcc_mean()_X" 0.27817226
"4794" 19 "LAYING" "tBodyAcc_mean()_X" 0.272653733493976
"4795" 20 "WALKING" "tBodyAcc_mean()_X" 0.272589336470588
"4796" 20 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.252098317156863
"4797" 20 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.296144421355556
"4798" 20 "SITTING" "tBodyAcc_mean()_X" 0.278045439090909
"4799" 20 "STANDING" "tBodyAcc_mean()_X" 0.278076904657534
"4800" 20 "LAYING" "tBodyAcc_mean()_X" 0.239507882205882
"4801" 21 "WALKING" "tBodyAcc_mean()_X" 0.279183526730769
"4802" 21 "WALKING_UPSTAIRS" "tBodyAcc_mean()_X" 0.265194544680851
"4803" 21 "WALKING_DOWNSTAIRS" "tBodyAcc_mean()_X" 0.3014610196
"4804" 21 "SITTING" "tBodyAcc_mean()_X" 0.277539616823529
